Number of test cases,30,,,40,,,50,,,60,,,70,,,80,,,90,,,,,
,ToASM,SamplingCA,Random,ToASM,SamplingCA,Random,ToASM,SamplingCA,Random,ToASM,SamplingCA,Random,ToASM,SamplingCA,Random,ToASM,SamplingCA,Random,ToASM,SamplingCA,Random,,,
smdk2410,0.9206054,0.9203745,0.9121983,0.9240889,0.9237939,0.9190008,0.9253446,0.9252366,0.9222611,0.9259435,0.9258711,0.9240614,0.9262439,0.9262039,0.9250152,0.9264121,0.9263845,0.9256048,0.9264865,0.9264749,0.9259443,,,
snds,0.9253872,0.925159,0.9175585,0.9282224,0.9281324,0.9240685,0.9293016,0.9292684,0.9269194,0.9297254,0.9297073,0.9283189,0.9299081,0.9298935,0.9290828,0.9299808,0.9299746,0.9294875,0.9300168,0.9300152,0.9297442,,,
sparc_erc32,0.9257186,0.9255923,0.9178352,0.9283528,0.9280945,0.9240353,0.9292393,0.9291169,0.9269573,0.9295161,0.9295004,0.9282661,0.9296643,0.9296645,0.9289312,0.9297227,0.9297181,0.9293079,0.9297437,0.9297405,0.9295053,,,
sparc_leon,0.9258868,0.9252679,0.9178158,0.9283686,0.9281098,0.9239392,0.9292347,0.9290816,0.9268775,0.9295146,0.9294857,0.9282712,0.9296625,0.9296499,0.9289589,0.9297215,0.9297181,0.9292885,0.9297416,0.9297409,0.9295049,,,
sparclite_sim,0.9258012,0.9254472,0.918,0.9283934,0.9280768,0.9242016,0.9292458,0.9290889,0.9269082,0.9295246,0.9295079,0.9282802,0.9296603,0.9296521,0.928917,0.9297224,0.9297169,0.9292858,0.9297417,0.9297414,0.9295108,,,
stb,0.9267413,0.9264073,0.9182973,0.9296148,0.9293167,0.9248783,0.9305473,0.9303544,0.9279158,0.93085,0.9308054,0.9294147,0.9310224,0.9310078,0.9301748,0.9310868,0.9310782,0.9305916,0.9311148,0.931111,0.9308373,,,
stdeval1,0.926459,0.9259,0.9182924,0.9292869,0.9290424,0.924897,0.9302127,0.9300377,0.9276181,0.9305344,0.930493,0.9290889,0.9307099,0.9306926,0.9298839,0.9307825,0.9307763,0.9302969,0.9308071,0.9308045,0.9305225,,,
stm3210e_eval,0.9294369,0.9290018,0.9211895,0.9320943,0.9317151,0.9275539,0.9329264,0.9327699,0.9304226,0.9332364,0.9331926,0.9318108,0.933404,0.9333762,0.9325729,0.9334542,0.933449,0.9329727,0.9334795,0.9334768,0.933219,,,
toybox,0.434459,0.434159,0.434159,0.434359,0.434159,0.434159,0.434259,0.434159,0.434159,0.434159,0.434159,0.434159,0.434159,0.434159,0.434159,0.434159,0.434159,0.434159,0.434159,0.434159,0.434159,,,
ts1000,0.9375325,0.9370573,0.9287952,0.9404402,0.940084,0.9358382,0.9414526,0.9412647,0.9388408,0.941793,0.9417639,0.9402334,0.9419964,0.9419868,0.9410609,0.9420764,0.9420771,0.9415061,0.9421157,0.9421134,0.9417838,,,
ts6,0.9377116,0.9372213,0.9289478,0.9407886,0.9405204,0.9360637,0.9418796,0.9416901,0.9390696,0.9422288,0.9421888,0.9406656,0.9424404,0.9424322,0.941487,0.9425344,0.9425268,0.9419339,0.9425745,0.9425701,0.942231,,,
tx39_sim,0.9217555,0.9213929,0.9141024,0.9243369,0.9240253,0.9201919,0.9251618,0.9249973,0.9228127,0.9254289,0.9253991,0.9241727,0.9255649,0.9255486,0.9248461,0.9256201,0.9256133,0.9252255,0.9256423,0.9256393,0.9254058,,,
uClinux,0.440791,0.440491,0.440491,0.440691,0.440491,0.440491,0.440591,0.440491,0.440491,0.440491,0.440491,0.440491,0.440491,0.440491,0.440491,0.440491,0.440491,0.440491,0.440491,0.440491,0.440491,,,
uClinux-config,0.5291534,0.5290372,0.5280679,0.5293278,0.52918,0.5288874,0.5292921,0.5292065,0.529106,0.5292063,0.52921,0.5291756,0.5292099,0.52921,0.5292008,0.52921,0.52921,0.5292074,0.52921,0.52921,0.5292099,,,
uE250,0.9236471,0.9232437,0.9153105,0.926569,0.926266,0.9219467,0.9275146,0.9273777,0.9249848,0.9279009,0.9278643,0.9264267,0.9280792,0.9280715,0.9272334,0.9281593,0.9281517,0.9276382,0.928195,0.9281933,0.9278754,,,
vads,0.937806,0.9373081,0.9288861,0.9408218,0.9404487,0.9359475,0.9418611,0.9416804,0.9391087,0.9422521,0.9421944,0.9407035,0.9424469,0.9424225,0.9414739,0.9425337,0.9425267,0.9419536,0.942572,0.9425716,0.942233,,,
viper,0.9361483,0.9356247,0.9278185,0.9390677,0.9388028,0.9343752,0.940137,0.9399714,0.9375,0.940502,0.9404517,0.9389562,0.9406918,0.9406736,0.9397689,0.940777,0.9407678,0.9401997,0.9408095,0.9408089,0.9404734,,,
vrc4373,0.9242039,0.9237799,0.9157141,0.9268408,0.9265295,0.9223124,0.9277248,0.9275754,0.9253047,0.928021,0.9279879,0.9265687,0.9281732,0.9281505,0.9273201,0.9282344,0.9282235,0.9277331,0.9282591,0.9282533,0.9279825,,,
vrc4375,0.9338486,0.9333606,0.9251496,0.9368919,0.9365584,0.9321329,0.9380225,0.9378333,0.9351632,0.9383886,0.9383507,0.9368187,0.9386144,0.9386018,0.9376288,0.9387093,0.9387062,0.9381166,0.9387502,0.9387501,0.9384022,,,
XSEngine,0.9330403,0.9324827,0.924334,0.9359495,0.9356054,0.9312205,0.9369769,0.9368127,0.934253,0.9373078,0.9372671,0.9357562,0.9375039,0.9374861,0.9365806,0.9375874,0.9375816,0.9370344,0.9376228,0.9376206,0.93729,,,
Average,0.916475573,0.916052938,0.908402238,0.919261975,0.918967521,0.914879111,0.920229333,0.920072256,0.917723331,0.920573447,0.920538846,0.919137452,0.920763224,0.920746367,0.919889577,0.920845615,0.920838208,0.920317468,0.92088106,0.92087742,0.920565683,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,200,,,300,,,400,,,500,,,600,,,700,,,800,,,900,,
embtoolkit,0.9043563,0.9043878,0.9028798,0.9100505,0.9100521,0.9094503,0.9111705,0.9111758,0.9109331,0.9117669,0.9117679,0.9117049,0.9118832,0.9118833,0.9118457,0.9119549,0.9119544,0.9119303,0.9120022,0.9120015,0.9119855,0.9120309,0.9120308,0.9120236
